TV 1 Display,Appetizers,Fresh Mozzarella Tomato & Basil,With extra virgin olive oil/oregano dressing,$10.00 
TV 3 Display,Specialty Seafood Entrees,Salmon Piccatta*,Atlantic salmon sautŽed in lemon butter sauce with capers and served with penne pasta,$20.00 
TV 3 Display,Oven Baked Pastas,Listranis Famous Meat Lasagna,Homemade with three cheeses bechamel & bolognese sauce,$15.00 
TV 3 Display,Oven Baked Pastas,Veggie Lasagna,Homemade with three cheeses creamy tomato sauce zucchini,$14.50 
TV 3 Display,Oven Baked Pastas,Baked Penne Tetrazzini,Penne pasta baked with sliced chicken breast mushrooms,$14.50 
TV 3 Display,Oven Baked Pastas,Baked Ziti,Always a favorite. Penne Pasta baked in a blend of meat ,$14.50 
TV 3 Display,Oven Baked Pastas,Baked Penne E Polpette,Polpette Penne pasta baked with sliced meatballs mushrooms marinara sauce & melted mozzarella cheese,$14.50 
TV 3 Display,Oven Baked Pastas,Stuffed Shells,Served with marinara sauce and topped with melted mozzarella cheese,$14.50 
TV 4 Display,Gourmet Deli Sandwiches,Italian Sub I,Capicolla baked ham Genoa salami & provolone cheese,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,Italian Sub II,Prosciutto baked ham Genoa salami & provolone cheese,$10.00 
TV 4 Display,Gourmet Deli Sandwiches,Italian Sub III,Sopressata Capicolla baked ham and provolone cheese,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,Fresh Mozzarella Tomato & Basil,Always a favorite,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,Listrani’s Tuna Sub,Tuna lettuce red onions ListraniÕs sauce & tomatoes,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,Chicken Salad Sub,Chicken breast mayo lettuce tomato & onion,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,Veggie Sub,Cucumbers lettuce tomato red onions sun dried tomato artichoke hearts & alfalfa sprout,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,California Grilled Chicken,Marinated grilled chicken roasted peppers arugulatomato red onions and garlic mayo,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,California Turkey Cobb,Roasted turkey smoked bacon avocado arugulatomato creamy peppercorn dressing,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,Grilled Chicken Or Roasted Turkey Pesto,Seasoned grilled chicken or roasted turkey arugulatomato red onions and pesto mayo,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,Prosciutto & Fresh Mozzarella,Thinly sliced imported prosciutto arugula freshmozzarella and pesto mayo,$10.00 
TV 4 Display,Gourmet Deli Sandwiches,Smoked Ham & Swiss,Black Forrest ham aged Swiss cheese lettucetomato & honey mustard,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,Grilled Chicken Caesar,Grilled Chicken breast romaine lettuce & Caesar dressing,$9.00 
TV 4 Display,Gourmet Deli Sandwiches,Pastrami Sub,Premium Pastrami provolone cheese aragula tomato & red onions,$10.00 
TV 4 Display,Specialty Hot Subs,Meatball Sub,Homemade plump meatballs in marinara sauce,$9.00 
TV 4 Display,Specialty Hot Subs,Italian Sausage Sub,With tomato sauce sauteed onions & peppers,$9.00 
TV 4 Display,Specialty Hot Subs,Roast Beef Sub,Thin roast beef provolone cheese lettuce tomato & onions,$9.00 
TV 4 Display,Specialty Hot Subs,Veal Parmesan Sub,Lightly breaded veal with tomato sauce andtopped with melted mozzarella cheese,$10.00 
TV 4 Display,Specialty Hot Subs,Chicken Parmesan,Lightly breaded & sauteed chicken breasts marinara sauce,$9.00 
TV 4 Display,Specialty Hot Subs,Eggplant Parmesan,Lightly breaded eggplant & tomato sauceand topped with melted mozzarella cheese,$9.00 
TV 4 Display,Specialty Hot Subs,Ultimate Turkey,Roasted turkey lettuce onions & oregano dressing,$9.00 
TV 4 Display,Specialty Hot Subs,Ham & Cheddar,With lettuce onions & oregano dressing,$9.00 
TV 4 Display,Sandwiches And Wraps,Reuben,Corned beef and Pastrami served with Russian dressing sauerkraut with melted swiss cheese on rye bread,$10.00 
TV 4 Display,Sandwiches And Wraps,Turkey Reuben,Turkey served with Russian dressing sauerkrautwith melted Swiss cheese on rye bread,$9.00 
TV 4 Display,Sandwiches And Wraps,The Club,Ham and turkey lettuce tomato mayo bacon and swiss cheese on white bread,$9.00 
TV 4 Display,Sandwiches And Wraps,BLT,On sourdough bread with bacon lettuce tomatoes and mayo,$9.00 
TV 4 Display,Sandwiches And Wraps,Sweet and Smokey Turkey,Roasted turkey lettuce tomatoes honey mustard and Swiss cheese on white bread,$9.00 
TV 4 Display,Sandwiches And Wraps,Chicken Caesar Wrap,Grilled chicken parmesan cheese lettuce with caesar dressing,$9.00 
TV 4 Display,Sandwiches And Wraps,Mediterranean Wrap,Feta cheese lettuce tomato cucumber kalamata olives artichoke hearts,$9.00 
TV 4 Display,Sandwiches And Wraps,Bbq Chicken Wrap,BBQ chicken red onions roasted peppers cheddar cheese with ranch dressing,$9.00 
TV 4 Display,Sandwiches And Wraps,Buffalo Chicken Wrap,Chicken tender tomatoes blue cheese with buffalo sauce,$9.00 
TV 4 Display,Sandwiches And Wraps,Chicken Cordon Bleu Wrap,Breaded chicken served with hammelted swiss and Russian dressing,$9.00 
TV 4 Display,Sandwiches And Wraps,Veal Cordon Bleu Wrap,Breaded veal served with hammelted swiss and Russian dressing,$9.00 
TV 4 Display,From The Grill,8' Cheesesteak Or Chicken Cheesesteak, ,$9.99 
TV 4 Display,From The Grill,12' Cheesesteak Or Chicken Cheesesteak,Thinly sliced premium rib eye steak orchicken breast smothered in provolonecheese with your choice of lettucetomato mayo green peppers onionsand mushrooms,$11.99 
TV 4 Display,From The Grill,1/2 Lb. Burger,Lettuce tomatoes red onions mayo mustard and ketchup; add cheese mushroom or bacon for $0.75 each,$8.50 
TV 4 Display,From The Grill,Gyro,Served on a pita bread with lettucetomato red onions and tzatziki(yogurt and cucumber sauce),$8.50 
TV 4 Display,From The Grill,Grilled Chicken Sandwich On Italian Focaccia,Grilled marinated chicken breastarugula & roasted peppers toppedwith smoked mozzarella,$9.00 
TV 4 Display,From The Grill,Grilled Portobello MushroomOn Italian Focaccia,With arugula and grilled red onionsand garlic mayonnaise,$9.00 
TV 4 Display,From The Grill,Chicken Pesto Panini,Grilled chicken breast stripspesto sauce roasted red peppers &provolone on Italian ciabatta bread,$9.00 
TV 4 Display,From The Grill,Roasted Turkey Panini,With fresh basil roasted red peppersprovolone & olive oil oreganodressing on Italian ciabatta bread.,$9.00 
TV 4 Display,From The Grill,Prosciutto & Fresh Mozzarella Panini,Thinly sliced imported Prosciuttofresh mozzarella arugula and pesto sauce.,$10.00 
TV 4 Display,From The Grill,Veggie Panini,Artichoke hearts roasted red pepperssun-dried tomatofresh basil gorgonzola &provolone cheese on Italian ciabatta bread.,$9.00 
TV 4 Display,From The Grill,Roast Beef Panini,Thinly sliced homemade roast beef Gorgonzola cheese sautŽed mushrooms caramelized onions lettuce and tomatoes ,$9.00 
TV 4 Display,From The Grill,8 Grilled Veggies Sub, ,$7.99 
TV 4 Display,From The Grill,12 Grilled Veggies Sub,Grilled green peppers onion mushroom smothered with provolone cheese and added letive tomato and mayonnaise,$9.99 
TV 1 Display,Sides,Listrani's Famous French Fries, ,$5.00 
TV 1 Display,Sides,Onion Rings, ,$5.00 
TV 1 Display,Sides,Seasoned Potato Wedges, ,$4.00 
TV 5 Display,Kid's Menu,Kid's Chicken Tenders & Fries With A Cookie, ,$6.99 
TV 5 Display,Kid's Menu,Kid's Pasta With Choice Of Sauce With A Cookie, ,$6.99 
TV 5 Display,Kid's Menu,Kid's Grilled Cheese Sandwich & Fries With A Cookie, ,$6.99 
TV 5 Display,Desserts,House Specialty Tiramisu, ,$5.50 
TV 5 Display,Desserts,Triple Chocolate Mousse Cake, ,$5.50 
TV 5 Display,Desserts,Hazelnut Cake, ,$5.00 
TV 5 Display,Desserts,Chocolate Cake, ,$5.00 
TV 5 Display,Desserts,New York Cheesecake, ,$5.00 
TV 5 Display,Desserts,Raspberry Cheesecake, ,$5.00 
TV 5 Display,Desserts,Listrani's Homemade Cannoli, ,$5.00 
TV 5 Display,Desserts,Fresh Baked Brownie Or Blondie, ,$2.25 
TV 5 Display,Desserts,Fresh Baked Chocolate Chip Cookie, ,$2.25 
TV 5 Display,Desserts,Fresh Baked Chocolate Chip Cookie (3 Cookies), ,$2.00 
TV 5 Display,Desserts,Gelato Ice Cream Half Pint,Vanilla Bean StrawberryMint Chocolate Chocolate Sea Salt Caramel Butter Pecan,$4.50 
TV 5 Display,Beverages,Bottled Water,$1.25 ,
TV 5 Display,Beverages,Canned Soda,Coke Diet Coke Coke ZeroSprite Ginger AleDr. PepperDiet Dr. Pepper Sunkist Root Beer,$1.25 
TV 5 Display,Beverages,Six Pack Of Soda, ,$6.50 
TV 5 Display,Beverages,20oz Bottled Soda,Coke Diet Coke Coke ZeroCherry Coke Mountain Dew Sprite,$2.25 
TV 5 Display,Beverages,2 Liter Soda, ,$3.25 
TV 5 Display,Beverages,Red Bull, ,$2.25 
TV 5 Display,Beverages,Snapple, ,$2.25 
TV 5 Display,Beverages,Perrier Water, ,$1.75 
TV 5 Display,Beverages,Arizona Iced Tea, ,$2.25 
TV 5 Display,Beverages,Gatorade, ,$2.25 
TV 5 Display,Beverages,San Pellegrino, ,$1.99 
TV 2 Display,Gluten-Free Menu,10 Gluten-Free Pizza,Cheese and Tomato Pizza,$10.50 
TV 2 Display,Gluten-Free Menu,Additional Classic Toppings, ,$0.75 
TV 2 Display,Gluten-Free Menu,Additional Gourmet Toppings ,$1.25 ,
TV 2 Display,Gluten-Free Menu,Fresh Mozarella Prosciutto Shrimp, ,$2.50 
TV 3 Display,Gluten-Free Menu,Gluten-free Pasta Linguine,with your choice of sauce: Alfredo Butter Bolognese Marinara Olive Oil Garlic,$11.50 
TV 3 Display,Gluten-Free Menu,Gluten-free Pasta Penne,with your choice of sauce: Alfredo Butter Bolognese Marinara Olive Oil Garlic,$11.50 
TV 3 Display,Gluten-Free Menu,Gluten-Free Cheese Ravioli,with your choice of sauce: Alfredo Butter Bolognese Marinara Olive Oil Garlic,$15.00 
TV 4 Display,Gluten-Free Menu,Gluten-free Italian Sandwich, ,$9.99 
TV 4 Display,Gluten-Free Menu,Gluten-free Turkey and Swiss Cheese, ,$9.99 
TV 5 Display,Gluten-Free Menu,Gluten-free Chocolate Cake, ,$5.50 
TV 6 Display,Pizza,Pizza </br> 10'' $9.50 14'' $11.50 17'' $13.50,Our fresh dough topped with our special tomato sauce with lots of mozzarella and provolone cheese., 
TV 6 Display,Pizza,Pizza </br> 10'' $10.50 14'' $12.50 17'' $14.50,Our fresh dough topped with our special tomato sauce with lots of mozzarella and provolone cheese., 
TV 6 Display,Classic Pizza Toppings,Classic Pizza Toppings </br> 10'' $'1.75 14'' $2.00 17'' $3.00,Feta Cheese - Extra Cheese, 
TV 6 Display,Classic Pizza Toppings,Classic Pizza Toppings  </br> 10'' $'1.75 14'' $2.00 17'' $3.00,Black Olives - Broccoli - Capers - Eggplant - Zucchini - Fresh Tomato - �Spinach - Jalape�os - Red Onions - Fresh Mushrooms - Green Peppers - Roasted Garlic - Onion - Pineapple, 
TV 6 Display,Classic Pizza Toppings,Classic Pizza Toppings </br> 10'' $'1.75 14'' $2.00 17'' $3.00,Italian Sausage - �Pepperoni - Ham - �Salami - Ground Beef - Anchovies, 
TV 6 Display,Gourmet Pizza Toppings,Gourmet Pizza Toppings </br> 10'' $2.25 14'' $3.00 17'' $4.50,Goat Cheese - Gorgonzola Cheese - Smoked Mozzarella -, 
TV 6 Display,Gourmet Pizza Toppings,Gourmet Pizza Toppings </br> 10'' $2.25 14'' $3.00 17'' $4.50,Artichoke Hearts - Sun-dried Tomato - Roasted Red Bell Peppers - Pesto - Kalamata Olives - Caramelized Onions - Portobello Mushroom, 
TV 6 Display,Gourmet Pizza Toppings,Gourmet Pizza Toppings </br> 10'' $2.25 14'' $3.00 17'' $4.50,Marinated Chicken - Smoked Bacon - Capicolla Ham, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.50 17'' $16.99,Traditional Neapolitan pizza with our special pizza sauce fresh tomato lots of mozzarella extra provolone cheese and fresh basil, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $10.99 14'' $17.99 17'' $21.99,Topped with arugula parmesan cheese and drizzled with olive oil, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $10.99 14'' $17.99 17'' $21.99,Italian sausage pepperoni ham ground beef fresh mushroom green peppers onion and extra cheese, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $10.99 14'' $17.99 17'' $21.99,Italian sausage pepperoni ham bacon meatball, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.99 17'' $19.99,Fresh mushrooms black olives grilled eggplant onion fresh tomato green peppers and spinach topped with extra cheese, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.99 17'' $19.99,This pizza is covered with chunks of our plump and juicy meatballs in tomato sauce sprinkled with parmesan cheese and then topped with a lot of mozzarella and provolone cheese, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.99 17'' $19.99,Marinated grilled chicken fresh cilantro roasted red peppers and spicy tomato sauce, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $9.99 14'' $15.99 17'' $19.99,Chunks of pineapple smoked ham with tomato sauce topped with mozzarella cheese, 
TV 6 Display,House Traditional Pizzas,House Traditional Pizzas </br> 10'' $10.99 14'' $18.99 17'' $22.99,Shrimp scallops and calamari with tomato sauce, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $15.99 17'' $19.99,Our homemade pesto sauce (a blend of fresh basil parmesan walnut and fresh garlic) topped with lots of mozzarella cheese, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $15.99 17'' $19.99,For cheese lovers - an outstanding combination of ricotta parmesean mozzarella and fontina cheese with lots of garlic, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $15.99 17'' $19.99,Genoa salami Kalamata olives portobella mushrooms basil topped with goat cheese and mozzarella, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $15.99 17'' $19.99,Sun-dried tomato kalamata olives fresh garlic basil cracked pepper topped with lots of mozzarella, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $17.99 17'' $21.99,Marinated chicken broccoli fresh garlic and oregano topped with melted feta fontina and provolone cheese, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $13.99 17'' $17.99,A blend of fresh herbs spices butter and olive oil topped with lots of mozzarella cheese, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $16.99 17'' $20.99,Combination of smoked bacon roasted bell peppers and red onions in a garlic base topped with smoked mozzarella, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $16.99 17'' $20.99,Grilled chicken breast red onions roasted bell peppers mozzarella and smoked mozzarella cheeses with fresh cilantro and Listrani's special BBQ sauce, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $16.99 17'' $20.99,Mozzarella cheese topped with grilled chicken roasted garlic mild onions Italian parsley and garlic butter, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $10.99 14'' $17.99 17'' $21.99,Smoked bacon fresh garlic red onions red and green peppers kalamata olives fresh tomato goat cheese in a garlic base with mozzarella cheese, 
TV 6 Display,Listrani's Specialty No Tomato Sauce,Listrani's Specialty No Tomato Sauce </br> 10'' $9.99 14'' $16.99 17'' $20.99,Smoked bacon topped with caramelized onions and mozzarella cheese, 
TV 6 Display,Calzones,Calzones,Your choice of any two regular pizza toppings plus mozzarella baked in a fresh dough turnover until golden brown served with a side of marinara sauce,$11.50 
TV 6 Display,Calzones,Meat Lovers Calzone, ,$11.99 
TV 6 Display,Calzones,Feta and Spinach Calzone, ,$11.99 
TV 6 Display,Calzones,Cheese Lovers Calzone, ,$11.99 
TV 6 Display,Gluten-Free Menu,10'' Gluten-Free Pizza,Cheese and Tomato Pizza,$10.50 
TV 6 Display,Gluten-Free Menu,Additional Classic Toppings, ,$0.75 
TV 6 Display,Gluten-Free Menu,Additional Gourmet Toppings , ,$1.25 
TV 6 Display,Gluten-Free Menu,Fresh Mozarella Prosciutto Shrimp, ,$2.50 